,ID,Temp,Lineage,OE_strain,Inoculation,Into_pint,Bleed_stage.x,Bleed_date.x,Death_date,Pupation_date,Eclosion_date,Surv_pupa,Surv_adult,Wing_deformity,Adult_death_date,Sex,Infection_status,OE_score,Dev_pupa,Dev_adult,Adult_longevity,NOTES,Bleed_date.y,Who,Bleed_stage.y,Mass,AvgHemo,Hemo_ul,LogHemo,PropPlasm,PropOeno,Initials,Date,AvgOE_count,Spore_load,logSpore_load,Area,Length,Breadth,AspectRatio,FinalAbsorbance,PropSpher,PropGran
193,193,26,B,E3,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/15/2019,1,1,0,6/21/2019,F,1,5,8,16,6,NA,6/11/2019,MRS,Pupa,1.3524,1.125,12.25,1.088136089,NA,NA,IR,8/15/2019,59.5,2975001,6.473487116,872.78,50.22,26.6,1.89,1.782,NA,NA
194,194,26,B,E3,5/30/2019,1-Jun,Larva,6/6/2019,NA,6/8/2019,6/16/2019,1,1,0,6/24/2019,M,1,5,9,17,8,NA,6/6/2019,IR,Larva,1.6407,102.875,1029.75,3.012731801,0.242718447,0.097087379,CB,8/14/2019,32.8,1640001,6.214844113,1008.25,52.05,28.88,1.8,1.621,0.116504854,0.54368932
195,195,26,B,E3,5/30/2019,1-Jun,Larva,6/6/2019,NA,6/8/2019,6/16/2019,1,1,0,6/21/2019,M,1,5,9,17,5,NA,6/6/2019,MRS,Larva,1.5924,139.625,1397.25,3.145274118,0.248062016,0.031007752,IR,8/15/2019,146.75,7337501,6.865548173,915.85,51.34,26.96,1.9,2.049,0.07751938,0.643410853
196,196,26,B,E3,5/30/2019,1-Jun,Larva,6/5/2019,NA,6/9/2019,6/17/2019,1,1,0,6/23/2019,M,1,5,10,18,6,NA,6/5/2019,IR,Larva,NA,91.25,913.5,2.960708552,0.475247525,0.01980198,CB,8/14/2019,22.9,1145001,6.058805866,868.62,49.29,26.33,1.87,0.239,0.099009901,0.405940594
197,197,26,B,E3,5/30/2019,31-May,Larva,6/5/2019,NA,6/7/2019,6/15/2019,1,1,0,6/21/2019,F,1,5,8,16,6,NA,6/5/2019,IR,Larva,1.415,84.125,842.25,2.92544102,0.396396396,0.027027027,IR,8/15/2019,77.75,3887501,6.589670514,886.04,52.26,26.38,1.98,1.013,0.072072072,0.504504505
198,198,26,B,E3,5/30/2019,5/31/2019,None,NA,NA,6/7/2019,6/15/2019,1,1,0,7/4/2019,M,1,5,8,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/19/2019,0.6,30001,4.477135731,961.4,52.25,28.03,1.86,NA,NA,NA
199,199,26,B,E3,5/30/2019,1-Jun,Larva,6/5/2019,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Death as 3rd, brown",6/5/2019,SA,Larva,0.4743,57.375,574.75,2.75947898,0.074074074,0.027777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,0.185185185,0.712962963
200,200,26,B,E3,5/30/2019,31-May,Larva,6/5/2019,NA,6/7/2019,6/15/2019,1,1,0,6/24/2019,M,1,5,8,16,9,NA,6/5/2019,IR,Larva,1.2709,87.2,873,2.941014244,0.297142857,0.097142857,CB,8/14/2019,17.1,855001,5.931966623,856.47,49.93,26.34,1.9,0.922,0.097142857,0.508571429
201,201,26,B,E10,6/1/2019,6/2/2019,Larva,6/6/2019,NA,6/9/2019,6/17/2019,1,1,0,7/2/2019,F,1,5,8,16,15,Replaced inoc. cat.,6/6/2019,IR,Larva,0.6777,58.8,589,2.770115295,0.295652174,0.052173913,CB,8/19/2019,0.9,45001,4.653222165,830.88,48.94,26.06,1.88,0.418,0.07826087,0.573913043
202,202,26,B,E10,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/15/2019,1,1,0,6/25/2019,M,1,4,8,16,10,NA,6/11/2019,MRS,Pupa,1.4441,3.625,37.25,1.571126277,NA,NA,IR,8/19/2019,2.65,132501,5.122219156,888.21,51.4,26.69,1.93,NA,NA,NA
203,203,26,B,E10,5/30/2019,31-May,Larva,6/4/2019,NA,6/7/2019,6/15/2019,1,1,0,6/22/2019,M,1,5,8,16,7,NA,6/4/2019,SA,Larva,1.2717,69.25,693.5,2.841046465,0.365384615,0.028846154,IR,8/19/2019,7.3,365001,5.562294054,943.34,52.68,27.17,1.94,0.723,0.048076923,0.557692308
204,204,26,B,E10,5/30/2019,31-May,None,NA,NA,6/7/2019,6/15/2019,1,1,0,6/24/2019,M,1,5,8,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/19/2019,26.75,1337501,6.126294115,869.73,50.71,26.34,1.93,NA,NA,NA
205,205,26,B,E10,5/30/2019,31-May,None,NA,NA,6/6/2019,6/14/2019,1,1,0,6/21/2019,M,1,5,7,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/22/2019,44.5,2225001,6.347330211,870.4,49.21,26.56,1.85,NA,NA,NA
206,206,26,B,E10,5/30/2019,1-Jun,None,NA,NA,6/7/2019,6/15/2019,1,1,0,6/23/2019,M,1,5,8,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/22/2019,21.5625,1078126,6.03266952,954.02,51.64,28.16,1.83,NA,NA,NA
207,207,26,B,E10,5/30/2019,31-May,None,NA,NA,6/7/2019,6/15/2019,1,1,0,7/4/2019,M,1,5,8,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/22/2019,0.2,10001,4.000043427,965.09,53.07,27.52,1.93,NA,NA,NA
208,208,26,B,E10,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/15/2019,1,1,3,6/17/2019,F,NA,NA,8,16,2,6/15 struggling to emerge; failed to completely eclose,6/11/2019,MRS,Pupa,1.3989,5.25,53.5,1.728353782,NA,NA,IR,8/22/2019,103.75,5187501,6.714958193,NA,NA,NA,NA,2.347,NA,NA
209,209,26,B,E10,5/30/2019,1-Jun,Larva,6/5/2019,6/7/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,dead brown caterpillar,6/5/2019,IR,Larva,1.3214,115.5,1156,3.062957834,0.311320755,0.028301887,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782,0.094339623,0.566037736
210,210,26,B,E10,5/30/2019,31-May,Pupa,6/11/2019,6/16/2019,6/7/2019,NA,1,0,NA,NA,NA,NA,NA,8,NA,NA,death- black pupa,6/11/2019,MRS,Pupa,1.0668,4,41,1.612783857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896,NA,NA
211,211,26,D,control,5/30/2019,31-May,None,NA,NA,6/6/2019,6/14/2019,1,1,0,7/2/2019,M,0,0,7,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.56,51.8,26.43,1.96,NA,NA,NA
212,212,26,D,control,5/30/2019,31-May,None,NA,NA,6/5/2019,6/13/2019,1,1,0,6/29/2019,F,0,0,6,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.07,50.53,26.5,1.91,NA,NA,NA
213,213,26,D,control,5/30/2019,31-May,None,NA,NA,6/6/2019,6/14/2019,1,1,0,7/3/2019,F,0,0,7,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824.49,49.31,25.87,1.91,NA,NA,NA
214,214,26,D,control,5/30/2019,31-May,Larva,6/6/2019,6/7/2019,6/7/2019,NA,1,0,NA,NA,NA,NA,NA,8,NA,NA,died as pupa (bled a lot by proleg),6/6/2019,IR,Larva,NA,123.125,1232.25,3.090698827,0.185840708,0.044247788,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.621,0.079646018,0.690265487
215,215,26,D,control,5/30/2019,31-May,None,NA,NA,6/7/2019,6/15/2019,1,1,0,7/3/2019,M,0,0,8,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.94,54.13,27.81,1.95,NA,NA,NA
216,216,26,D,control,5/30/2019,31-May,None,NA,NA,6/5/2019,6/13/2019,1,1,0,6/27/2019,F,0,0,6,14,14,duplicated pint<U+0080>one died 6/5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798.63,43.23,26.94,1.6,NA,NA,NA
217,217,26,D,control,5/30/2019,31-May,Larva,6/4/2019,NA,6/7/2019,6/15/2019,1,1,0,7/4/2019,M,0,0,8,16,19,NA,6/4/2019,IR,Larva,1.3298,81.75,818.5,2.913018684,0.362745098,0.049019608,NA,NA,NA,NA,NA,905.41,52.44,27.08,1.94,0.93,0.117647059,0.470588235
218,218,26,D,control,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/15/2019,1,1,0,6/30/2019,M,0,0,8,16,15,NA,6/11/2019,MRS,Pupa,1.3904,6.625,67.25,1.827692289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.216,NA,NA
219,219,26,D,control,5/30/2019,31-May,Pupa,6/11/2019,NA,6/6/2019,6/14/2019,1,1,0,6/29/2019,M,0,0,7,15,15,NA,6/11/2019,MRS,Pupa,1.2787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851.87,50.85,25.95,1.96,1.274,NA,NA
220,220,26,D,control,5/30/2019,31-May,None,NA,NA,6/7/2019,6/15/2019,1,1,0,7/12/2019,F,0,0,8,16,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,995.93,53.95,28.43,1.9,NA,NA,NA
221,221,26,D,E3,5/30/2019,31-May,Larva,6/5/2019,NA,6/7/2019,6/15/2019,1,1,0,6/23/2019,M,1,5,8,16,8,NA,6/5/2019,IR,Larva,1.3255,87.125,872.25,2.940640978,0.333333333,0.057142857,IR,8/14/2019,9.25,462501,5.665112676,882.73,51.26,26.46,1.94,1.146,0.066666667,0.542857143
222,222,26,D,E3,5/30/2019,31-May,None,NA,6/7/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,failed to pupate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,223,26,D,E3,5/30/2019,31-May,Larva,6/4/2019,NA,6/6/2019,6/14/2019,1,1,0,6/26/2019,F,1,5,7,15,12,NA,6/4/2019,SA,Larva,1.5262,221.625,2217.25,3.345814664,0.294642857,0.026785714,CB,8/22/2019,8.15,407501,5.610128679,898.48,51.63,26.71,1.93,3.041,0.044642857,0.633928571
224,224,26,D,E3,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/15/2019,1,1,0,6/23/2019,F,1,5,8,16,8,NA,6/11/2019,MRS,Pupa,1.3417,3.5,36,1.556302501,NA,NA,CB,8/14/2019,14.8,740001,5.869232307,941.21,52.1,27.73,1.88,2.357,NA,NA
225,225,26,D,E3,5/30/2019,31-May,Pupa,6/11/2019,NA,6/7/2019,6/15/2019,1,1,0,7/4/2019,M,1,5,8,16,19,NA,6/11/2019,MRS,Pupa,1.6313,3.125,32.25,1.508529719,NA,NA,CB,8/19/2019,1.9,95001,4.977728177,987.61,53.47,28.06,1.91,2.527,NA,NA
226,226,26,D,E3,5/30/2019,31-May,Pupa,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"death as 4th, brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,227,26,D,E3,5/30/2019,31-May,None,NA,NA,6/7/2019,6/15/2019,1,1,0,6/23/2019,M,1,5,8,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/14/2019,11,550001,5.740363479,913.5,52.49,26.82,1.96,NA,NA,NA
228,228,26,D,E3,5/30/2019,31-May,Pupa,6/13/2019,NA,6/8/2019,6/16/2019,1,1,0,6/22/2019,F,1,5,9,17,6,NA,6/13/2019,SA,Pupa,1.512,6,61,1.785329835,NA,NA,IR,8/15/2019,89.75,4487501,6.652004558,929.86,53.2,27.07,1.97,NA,NA,NA
229,229,26,D,E3,5/30/2019,31-May,None,NA,NA,6/6/2019,6/14/2019,1,1,0,6/23/2019,F,1,5,7,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/14/2019,10.15,507501,5.705436902,850.96,48.61,26.18,1.86,NA,NA,NA
230,230,26,D,E3,5/30/2019,31-May,Larva,6/5/2019,NA,6/6/2019,6/14/2019,1,1,0,6/27/2019,M,NA,NA,7,15,13,NA,6/5/2019,SA,Larva,1.7424,201.5,2016,3.304490528,0.283687943,0.028368794,IR,8/19/2019,1.6,80001,4.903095416,901.3,52.35,26.81,1.95,2.035,0.035460993,0.65248227
231,231,26,D,E10,5/30/2019,5/31/2019,None,NA,6/8/2019,6/7/2019,NA,1,0,NA,NA,NA,NA,NA,8,NA,NA,death as brown pupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,232,26,D,E10,5/30/2019,5/31/2019,None,NA,NA,6/7/2019,6/15/2019,1,1,0,7/2/2019,M,1,5,8,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/19/2019,8.45,422501,5.625827741,975.67,53.98,27.85,1.94,NA,NA,NA
233,233,26,D,E10,5/30/2019,5/31/2019,None,NA,NA,6/7/2019,6/15/2019,1,1,0,7/16/2019,M,0,0,8,16,31,initial death date recorded as 6/26?? Might be accidentally for 223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.02,53.65,26.45,2.03,NA,NA,NA
234,234,26,D,E10,5/30/2019,5/31/2019,Larva,NA,NA,6/7/2019,6/15/2019,1,1,0,7/9/2019,F,1,5,8,16,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/22/2019,0.25,12501,4.096944755,919.3,51.34,27.39,1.87,NA,NA,NA
235,235,26,D,E10,5/30/2019,5/31/2019,Larva,6/5/2019,NA,6/7/2019,6/15/2019,1,1,0,6/24/2019,F,1,5,8,16,9,NA,6/5/2019,SA,Larva,1.5656,50.125,502.25,2.700919945,0.264150943,0.075471698,IR,8/19/2019,58.625,2931251,6.467053008,942.38,52.04,27.81,1.87,1.685,0.179245283,0.481132075
236,236,26,D,E10,5/30/2019,5/31/2019,None,NA,6/7/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,hanging caterpillar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,237,26,D,E10,5/30/2019,5/31/2019,Larva,6/5/2019,NA,6/7/2019,6/15/2019,1,1,0,7/7/2019,M,1,4,8,16,22,NA,6/5/2019,SA,Larva,1.5141,96,961,2.982723388,0.324786325,0.068376068,CB,8/22/2019,0.05,2500,3.397940009,911.48,52.32,27.12,1.93,0.616,0.042735043,0.564102564
238,238,26,D,E10,5/30/2019,5/31/2019,None,NA,6/6/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,death- hanging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,239,26,D,E10,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/9/2019,6/16/2019,1,1,0,6/21/2019,F,1,5,10,17,5,NA,6/13/2019,SA,Pupa,1.0983,3.125,32.25,1.508529719,NA,NA,IR,8/22/2019,18.6,930001,5.968483416,787.63,48.3,24.82,1.95,2.15,NA,NA
240,240,26,D,E10,5/30/2019,5/31/2019,Pupa,6/11/2019,6/14/2019,6/6/2019,NA,1,0,NA,NA,NA,NA,NA,7,NA,NA,"malformed pupa, death brown pupa",6/11/2019,MRS,Pupa,1.2876,0.5,6,0.77815125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,241,26,F,control,5/30/2019,5/31/2019,Pupa,6/11/2019,NA,6/7/2019,6/15/2019,1,1,0,7/11/2019,F,0,0,8,16,26,NA,6/11/2019,MRS,Pupa,1.4198,5.25,53.5,1.728353782,NA,NA,NA,NA,NA,NA,NA,797.38,51.72,23.41,2.21,1.856,NA,NA
242,242,26,F,control,5/30/2019,6/1/2019,Pupa,6/13/2019,NA,6/8/2019,6/16/2019,1,1,0,7/7/2019,M,0,0,9,17,21,NA,6/13/2019,SA,Pupa,1.498,4.5,46,1.662757832,NA,NA,NA,NA,NA,NA,NA,932.22,52.95,27.59,1.92,2.08,NA,NA
243,243,26,F,control,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/8/2019,6/17/2019,1,1,2,6/29/2019,F,0,0,9,18,12,NA,6/13/2019,SA,Pupa,1.0189,5.625,57.25,1.757775491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.102,NA,NA
244,244,26,F,control,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/8/2019,6/16/2019,1,1,0,7/10/2019,F,0,0,9,17,24,NA,6/13/2019,SA,Pupa,1.4703,0.5,6,0.77815125,NA,NA,NA,NA,NA,NA,NA,951.6,54.27,27.17,2,1.554,NA,NA
245,245,26,F,control,5/30/2019,5/31/2019,Larva,6/5/2019,NA,6/7/2019,6/15/2019,1,1,0,7/8/2019,M,0,0,8,16,23,NA,6/5/2019,IR,Larva,1.4862,114.125,1142.25,3.057761167,0.375,0.067307692,NA,NA,NA,NA,NA,917.75,52.46,27.34,1.92,1.616,0.086538462,0.471153846
246,246,26,F,control,5/30/2019,5/31/2019,None,NA,NA,6/7/2019,6/15/2019,1,1,0,7/7/2019,F,0,0,8,16,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934.97,54.09,26.6,2.03,NA,NA,NA
247,247,26,F,control,5/30/2019,6/1/2019,None,NA,NA,6/8/2019,6/16/2019,1,1,0,7/9/2019,F,0,0,9,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.3,52.9,26.49,2,NA,NA,NA
248,248,26,F,control,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/9/2019,6/17/2019,1,1,2,6/29/2019,M,0,0,10,18,12,NA,6/13/2019,SA,Pupa,0.9347,4.75,48.5,1.685741739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,NA,NA
249,249,26,F,control,5/30/2019,5/31/2019,None,NA,6/17/2019,6/9/2019,NA,1,0,NA,NA,NA,NA,NA,10,NA,NA,pupa turned brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,250,26,F,control,5/30/2019,5/31/2019,None,NA,6/11/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,death as 4th instar- brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,251,26,F,E3,5/30/2019,5/31/2019,Pupa,NA,6/14/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,dead as 3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,252,26,F,E3,5/30/2019,5/31/2019,Pupa,6/11/2019,NA,6/6/2019,6/15/2019,1,1,0,6/28/2019,M,1,5,7,16,13,NA,6/11/2019,MRS,Pupa,1.4346,0.375,4.75,0.67669361,NA,NA,IR,8/19/2019,4.65,232501,5.366424825,859.3,50.58,26.42,1.91,1.581,NA,NA
253,253,26,F,E3,5/30/2019,5/31/2019,Pupa,6/11/2019,NA,6/7/2019,6/15/2019,1,1,0,6/20/2019,F,1,5,8,16,5,NA,6/11/2019,MRS,Pupa,1.4518,9.25,93.5,1.970811611,NA,NA,IR,8/15/2019,52.125,2606251,6.416016239,926.57,52.12,27.2,1.92,2.219,NA,NA
254,254,26,F,E3,5/30/2019,5/31/2019,Larva,6/4/2019,NA,6/7/2019,6/15/2019,1,1,0,6/30/2019,M,1,5,8,16,15,NA,6/4/2019,IR,Larva,1.3142,109.625,1097.25,3.04030559,0.18627451,0.078431373,CB,8/19/2019,4.85,242501,5.384713534,887.81,52.16,26.11,2,0.784,0.088235294,0.647058824
255,255,26,F,E3,5/30/2019,5/31/2019,None,NA,NA,6/10/2019,6/17/2019,1,1,0,6/26/2019,F,1,5,11,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/15/2019,8.2,410001,5.612784916,NA,NA,NA,NA,NA,NA,NA
256,256,26,F,E3,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/7/2019,6/15/2019,1,1,0,6/23/2019,M,1,5,8,16,8,NA,6/13/2019,SA,Pupa,1.485,4.25,43.5,1.638489257,NA,NA,IR,8/15/2019,11.35,567501,5.753966631,950.75,52.62,27.6,1.91,2.122,NA,NA
257,257,26,F,E3,5/30/2019,5/31/2019,Larva,6/6/2019,6/9/2019,6/7/2019,NA,1,0,NA,NA,NA,NA,NA,8,NA,NA,death as dark pupa,6/6/2019,IR,Larva,1.8775,98.75,988.5,2.994976674,0.235294118,0.078431373,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.319,0.058823529,0.62745098
258,258,26,F,E3,5/30/2019,5/31/2019,Larva,6/5/2019,NA,6/7/2019,6/15/2019,1,1,0,7/5/2019,F,0,0,8,16,20,NA,6/5/2019,IR,Larva,1.4147,122.375,1224.75,3.088047448,0.265486726,0.026548673,NA,NA,NA,NA,NA,910.25,51.3,27.19,1.89,1.607,0.079646018,0.628318584
259,259,26,F,E3,5/30/2019,5/31/2019,Pupa,NA,NA,6/7/2019,6/15/2019,1,1,0,6/29/2019,F,NA,NA,8,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.64,51.49,27.4,1.88,NA,NA,NA
260,260,26,F,E3,5/30/2019,5/31/2019,Larva,6/4/2019,NA,6/7/2019,6/15/2019,1,1,0,6/26/2019,M,1,5,8,16,11,NA,6/4/2019,SA,Larva,1.2157,120.5,1206,3.081347308,0.208695652,0.069565217,IR,8/15/2019,13.15,657501,5.817896418,905.73,51.97,26.88,1.93,1.082,0.052173913,0.669565217
261,261,26,F,E10,5/30/2019,5/31/2019,None,NA,NA,6/9/2019,6/16/2019,1,1,0,6/30/2019,M,1,5,10,17,14,death 3rd???- found on 6/9 alive,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,8/19/2019,2,100001,5.000004343,923.63,52.72,27.55,1.91,NA,NA,NA
262,262,26,F,E10,5/30/2019,5/31/2019,Larva,6/5/2019,NA,6/8/2019,6/16/2019,1,1,0,6/22/2019,M,1,5,9,17,6,NA,6/5/2019,IR,Larva,1.3418,93.5,936,2.971275849,0.474074074,0.022222222,IR,8/19/2019,14.75,737501,5.867762614,882.48,51.74,26.31,1.97,1.309,0.051851852,0.451851852
263,263,26,F,E10,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/8/2019,6/16/2019,1,1,0,7/9/2019,M,1,5,9,17,23,NA,6/13/2019,SA,Pupa,1.7005,4.25,43.5,1.638489257,NA,NA,IR,8/22/2019,1.1,55001,4.740370586,990.17,54.24,28.24,1.92,2.279,NA,NA
264,264,26,F,E10,5/30/2019,6/1/2019,Larva,6/6/2019,NA,6/9/2019,6/17/2019,1,1,0,6/22/2019,M,1,5,10,18,5,NA,6/6/2019,IR,Larva,1.4332,71.375,714.75,2.854154164,0.269230769,0.048076923,IR,8/19/2019,41.875,2093751,6.320925032,940.73,53.08,27.73,1.91,0.959,0.067307692,0.615384615
265,265,26,F,E10,5/30/2019,5/31/2019,None,NA,NA,6/7/2019,6/15/2019,1,1,0,6/25/2019,M,1,5,8,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,8/19/2019,3.4,170001,5.230451476,957.19,54.81,27.01,2.03,NA,NA,NA
266,266,26,F,E10,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/7/2019,6/15/2019,1,1,0,6/21/2019,F,1,5,8,16,6,NA,6/13/2019,SA,Pupa,1.3066,4,41,1.612783857,NA,NA,IR,8/19/2019,17.3,865001,5.93701661,874.02,50.91,27,1.89,1.435,NA,NA
267,267,26,F,E10,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/7/2019,6/15/2019,1,1,0,6/23/2019,M,1,5,8,16,8,NA,6/13/2019,SA,Pupa,1.4695,6.375,64.75,1.811239773,NA,NA,IR,8/22/2019,10.9,545001,5.736397299,900.17,51.21,27.05,1.89,NA,NA,NA
268,268,26,F,E10,5/30/2019,5/31/2019,None,NA,6/26/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,still cat. on 6/24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,269,26,F,E10,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/7/2019,6/15/2019,1,1,0,6/21/2019,F,1,5,8,16,6,NA,6/13/2019,SA,Pupa,1.4848,1.875,19.75,1.2955671,NA,NA,IR,8/22/2019,14.05,702501,5.846646947,972.87,54.98,27.26,2.02,1.938,NA,NA
270,270,26,F,E10,5/30/2019,5/31/2019,Pupa,6/13/2019,NA,6/7/2019,6/15/2019,1,1,0,6/24/2019,F,1,5,8,16,9,NA,6/13/2019,SA,Pupa,1.2706,5.25,53.5,1.728353782,NA,NA,CB,8/19/2019,7,350001,5.544069285,879.07,52.77,26.34,2,0.96,NA,NA
271,271,22,B,control,5/31/2019,6/2/2019,Pupa,6/20/2019,NA,6/13/2019,6/27/2019,1,1,1,7/12/2019,F,0,0,13,27,15,NA,6/20/2019,IR,Pupa,1.4173,12,121,2.08278537,NA,NA,NA,NA,NA,NA,NA,718.42,48.24,23.55,2.05,1.987,NA,NA
272,272,22,B,control,5/31/2019,6/1/2019,None,NA,6/11/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,death as 5th - failed to pupate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,273,22,B,control,5/31/2019,6/2/2019,None,NA,NA,6/14/2019,6/27/2019,1,1,0,7/18/2019,M,0,0,14,27,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870.53,52.36,26.22,2,NA,NA,NA
274,274,22,B,control,5/31/2019,6/2/2019,Pupa,6/20/2019,NA,6/13/2019,6/27/2019,1,1,0,7/17/2019,M,0,0,13,27,20,NA,6/20/2019,IR,Pupa,1.5962,9.125,92.25,1.964966375,NA,NA,NA,NA,NA,NA,NA,827.79,50.41,25.78,1.96,NA,NA,NA
275,275,22,B,control,5/31/2019,6/2/2019,None,NA,NA,6/13/2019,6/27/2019,1,1,0,7/15/2019,M,0,0,13,27,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807.94,49.16,25.49,1.93,NA,NA,NA
276,276,22,B,control,5/31/2019,6/1/2019,None,NA,NA,6/12/2019,6/26/2019,1,1,0,7/12/2019,M,0,0,12,26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843.47,50.45,26.15,1.93,NA,NA,NA
277,277,22,B,control,5/31/2019,6/1/2019,Larva,6/9/2019,NA,6/11/2019,6/26/2019,1,1,0,7/13/2019,M,0,0,11,26,17,NA,6/9/2019,SA,Larva,1.4056,106.25,1063.5,3.026737494,0.346774194,0.040322581,NA,NA,NA,NA,NA,839,50.49,26.02,1.94,1.357,0.072580645,0.540322581
